course,reviews,tokens,sentiment_scores,label,entropy_values
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",great product,"['great', 'product']",[0.25],5,[0.954434002924965]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worst experience ever!,"['worst', 'experience', 'ever']","[-0.63125, -0.015625]",1,"[0.6895549542089607, 0.9998238825988728]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",value-for-money,['valueformoney'],[],4,[]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",must buy!,['buy'],[0.1875],5,[0.9744894033980523]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worst experience ever!,"['worst', 'experience', 'ever']","[-0.63125, -0.015625]",1,"[0.6895549542089607, 0.9998238825988728]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",hated it!,['hated'],[-0.1875],1,[0.9744894033980523]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",useless product,"['useless', 'product']",[-0.5],1,[0.8112781244591328]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",value-for-money,['valueformoney'],[],4,[]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrible product,"['terrible', 'product']",[-0.625],1,[0.6962122601251458]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",not recommended at all,['recommended'],[0.25],1,[0.954434002924965]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",hated it!,['hated'],[-0.1875],1,[0.9744894033980523]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",did not meet expectations,"['meet', 'expectation']","[0.09166666666666667, 0.09375]",1,"[0.9939301597664729, 0.9936507116910404]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",value-for-money,['valueformoney'],[],4,[]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",value-for-money,['valueformoney'],[],4,[]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",must buy!,['buy'],[0.1875],5,[0.9744894033980523]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",horrible,['horrible'],[-0.625],1,[0.6962122601251458]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",badly disappointed,"['badly', 'disappointed']","[-0.425, -0.375]",2,"[0.8654698974285927, 0.8960382325345574]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrible product,"['terrible', 'product']",[-0.625],1,[0.6962122601251458]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",just okay,['okay'],[0.25],3,[0.954434002924965]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",value-for-money,['valueformoney'],[],4,[]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",value-for-money,['valueformoney'],[],4,[]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",not good,['good'],[0.5648148148148148],2,[0.7557472208646809]
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0]
